,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure
33331,45404,14349,8868,1473,13955,1701,3301,0,0,520,1180,11790,465,8970,0,1330,3942,0
33332,73649,24219,16640,1300,9785,3078,23149,0,0,2172,1790,15750,532,3150,0,3200,4056,0
33333,71016,25876,15730,1418,20783,3050,6883,0,0,5384,1990,16140,836,7440,0,7480,3942,0
33334,48534,17626,10920,1750,12535,2623,4210,0,0,1810,1020,13950,605,1650,0,2990,3936,0
33335,57436,22467,14300,970,17038,2691,4395,0,0,780,1655,14820,1500,2850,720,0,3960,0
33336,42340,17166,11544,1040,7427,2373,4104,0,0,1810,800,11940,452,2700,0,1450,4128,0
33337,61769,22086,15068,1475,20200,1405,5871,0,0,1810,820,13590,398,3300,0,1850,4986,0
33338,47974,14520,9360,1026,16210,2075,4044,0,0,520,970,11070,1087,2340,0,1780,3066,0
33339,36043,11813,7100,550,12047,1982,3304,0,0,5792,1130,9780,559,2400,0,0,2196,0
33340,54019,20581,9490,630,16685,1589,3858,300,0,520,1190,10470,782,3030,1620,720,3330,0
33341,67537,24712,17405,1370,20760,2539,4847,0,0,2412,1315,15600,757,4470,2220,11190,5526,0
33342,54759,17484,10440,1810,17495,2995,3969,0,0,2330,2565,14880,663,2040,0,11590,5004,0
33343,73678,26677,16900,1570,21288,3843,7220,0,0,3212,1995,18240,950,4740,0,10920,4950,0
33344,47932,12911,7800,3910,15382,1013,3836,0,0,1448,435,10380,398,1500,0,0,2748,0
33345,80641,27125,18317,1430,25705,4180,6784,0,0,4400,1275,17550,780,5160,1560,3215,5046,0
33346,41683,12604,8490,1400,14018,2250,3509,300,0,0,340,14040,423,1830,0,3930,3360,0
33347,85169,29025,22025,1120,29014,4445,9398,0,0,1560,2820,17250,560,4920,1920,11290,9552,0
33348,70372,35284,23530,658,13112,1770,8632,0,0,1300,1290,21420,2042,9480,2820,22760,7554,0
33349,66573,23295,17138,0,20508,3540,7458,0,0,0,1330,14160,487,9600,0,1140,6972,0
33350,72417,33930,27220,167,18238,3281,5706,0,0,1846,2255,17160,820,7860,1320,23700,5880,0
33351,61811,27300,17105,0,16470,2530,6619,0,0,2236,710,15900,370,4140,870,50,3384,0
33352,64340,34106,23892,1120,12685,1165,4962,0,0,0,1150,20820,679,7080,0,9550,4248,0
33353,54025,16199,11403,34,20123,2045,6641,0,0,0,1280,12990,413,9060,0,0,5166,0
33354,79118,33057,23530,745,27334,1722,5554,0,0,1612,940,16920,485,8280,510,0,4614,0
33355,98791,44543,29865,490,27474,1843,9997,0,0,1456,1210,17520,1574,9300,1620,23900,6198,0
33356,82671,32122,20363,651,17082,9064,11093,0,0,0,1210,12390,950,6060,1500,0,4554,0
33357,88734,29814,23530,210,31244,3389,10841,0,0,936,1510,15540,494,2640,1320,3090,5766,0
33358,57264,19317,14760,590,19663,2296,6679,0,0,468,660,11970,651,6840,0,0,4104,0
33359,93180,38777,27829,1155,20924,4135,10424,0,0,1040,1580,15900,1410,6660,2100,26000,6780,0
33360,72302,25875,19310,280,22937,2136,7255,0,0,650,680,14460,492,8280,690,19860,5412,0
33361,75524,32090,21946,283,17698,3467,9456,0,0,1794,1045,12810,628,10200,1320,1840,5622,0
33362,70508,30800,19310,501,19044,1041,6994,0,0,780,1720,18270,490,3000,1260,19540,4710,0
33363,90851,30986,21840,880,35365,3187,7771,0,0,3082,1970,15606,841,2880,960,31205,8226,0
33364,62439,23286,14880,828,20974,968,5857,0,0,2896,1910,14976,393,3240,600,24630,6750,0
33365,55305,14855,8827,700,24090,1200,5650,0,0,810,2190,15426,717,1380,1092,505,2904,0
33366,53465,18289,13780,300,17517,1642,4035,0,0,0,2140,13764,326,1740,900,200,3582,0
33367,52875,12575,9230,700,23208,960,6013,0,0,390,1251,13836,435,1440,900,750,3528,0
33368,61198,19239,12532,1058,24224,630,4603,0,0,2896,1590,23190,851,2100,1950,34660,6588,0
33369,67815,23619,16536,570,22943,1920,7155,0,0,1810,2815,18090,618,2400,1680,27200,4578,0
33370,79033,17811,8700,860,28981,2335,12065,0,0,3625,2935,22944,1194,5100,3828,29685,9252,0
33371,66283,21611,15080,990,24383,1405,7455,0,0,2720,1795,16386,512,4380,960,16960,6762,0
33372,81199,26970,18642,590,34482,1320,5765,0,0,3625,2540,17016,329,3480,2640,26500,7062,0
33373,82655,31968,23660,835,30741,2592,7268,0,0,1086,2900,14580,631,2580,1536,17110,3816,0
33374,100401,31533,14260,1740,38839,2563,10678,0,0,1086,3170,18450,500,4200,3720,29190,6348,0
33375,63107,22247,16094,690,21650,1710,7665,0,0,1300,3065,16626,368,3960,1464,31080,6096,0
33376,52405,21631,11790,980,9614,1554,6733,0,0,0,3970,14262,336,3840,2400,20780,6540,0
33377,50411,23629,15600,1396,6024,2496,4150,0,0,1040,2205,15270,503,2400,960,1275,5004,0
33378,56394,14679,8736,1737,15846,2216,8253,0,0,5124,1110,17580,286,2820,1176,42165,4638,0
33379,53531,20824,12064,800,6465,3728,6672,0,0,0,3530,14442,375,3780,900,28440,5868,0
33380,51563,26932,14768,1090,6168,740,5990,0,0,3806,2850,14550,1406,2832,1164,32480,5940,0
33381,34483,11086,5334,1087,5093,1191,5151,0,0,4704,1205,14256,250,1680,1092,2240,4470,0
33382,47142,21377,13420,1030,8480,580,5115,0,0,4530,1540,15594,559,1920,1092,44970,5784,0
33383,49712,15505,10024,1120,15107,1830,7057,0,0,1300,2991,15426,405,4680,1464,2680,4542,0
33384,48707,15398,11650,808,16140,1928,4605,0,0,0,2130,14286,467,2820,660,29760,6774,0
33385,43836,15555,9504,806,8219,2404,6535,0,0,780,3170,13746,950,1680,1380,985,3918,0
33386,51864,26843,11432,1258,8304,1120,3815,0,0,1144,1610,16620,553,1140,696,43115,6156,0
33387,39781,16103,8256,1046,4803,1702,5675,0,0,910,2255,12906,230,2280,1980,24400,3972,0
33388,35925,12933,8280,1420,4704,1060,5449,0,0,2534,2490,13914,640,2016,1020,14550,5304,0
33389,43669,16754,9504,875,8373,782,6698,0,0,910,2220,14232,301,720,1200,16415,3924,0
33390,41224,15707,11220,938,5880,2183,5340,0,0,1504,1325,14478,409,1920,756,11200,4578,0
33391,60217,11961,7540,274,20780,2825,11228,0,0,1690,930,19464,135,1920,1680,0,4734,2300
33392,57993,16008,9100,232,18847,2460,6706,0,0,1040,1300,18672,195,6762,1620,0,3072,1700
33393,79735,18326,9230,1460,32707,3352,13441,0,0,2340,1060,18936,187,3300,2100,750,3174,0
33394,59408,16326,9100,70,22770,1130,6607,0,0,2340,820,17220,215,2340,1620,0,3114,0
33395,48722,14063,6630,70,12727,2185,9261,0,0,1560,585,17916,156,3480,900,630,2610,0
33396,76024,23324,11830,300,22920,2515,12213,0,0,2080,1525,21282,186,1980,1500,28050,4260,0
33397,66539,21786,15990,220,16527,5130,10887,0,0,1300,1360,20580,266,2400,1740,38380,4164,0
33398,63619,14778,8320,440,26174,2430,9949,0,0,1820,1060,16986,201,1920,1200,0,3006,0
33399,66438,18145,10790,140,28452,1290,8530,0,0,1040,1160,16530,254,4140,1320,2090,3108,0
33400,67228,17671,10920,290,26394,2340,11273,0,0,1300,950,16050,277,2400,1350,1160,3216,0
33401,67090,21319,13260,490,22640,1650,10138,0,0,1300,1240,22956,300,3120,2100,24340,4512,0
33402,54268,13695,7540,220,23378,1140,8494,0,0,520,1110,18036,227,1740,1200,0,2928,0
33403,111499,15836,12645,465,8476,4380,9786,0,0,0,990,23400,376,3300,1980,22150,7242,0
33404,55822,15316,9880,510,22215,1715,8065,0,0,0,580,15546,228,1740,1680,1200,3162,0
33405,68222,26169,18720,810,22190,2620,5562,0,0,1612,1250,14010,319,1650,0,640,4242,0
33406,55010,13333,8280,1680,21600,3056,5774,0,0,598,1740,13104,281,1590,0,0,4314,0
33407,55266,16647,8280,405,17280,2626,4625,0,0,1040,1270,14430,724,1500,0,630,2622,0
33408,53407,16352,9360,720,18840,1176,4337,0,0,0,1335,13728,785,1560,0,150,3432,0
33409,63199,17150,13260,1170,23814,2283,5970,0,0,598,1760,15288,304,1860,1590,11150,5106,0
33410,54663,11913,8160,990,25143,1846,4028,0,0,0,1260,12444,296,960,0,10750,3606,0
33411,77059,21560,13260,750,34361,1686,6042,0,0,4163,1930,15144,847,2220,0,10850,7152,0
33412,73415,24458,16250,260,24188,2206,9027,0,0,0,2535,16344,406,1980,0,11080,4926,0
33413,42095,10561,6600,270,16120,1643,3129,0,0,3982,1080,14478,454,1650,0,0,3750,0
33414,59255,15325,9060,405,20808,2596,8281,0,0,0,1330,13974,380,1620,0,0,4302,0
33415,53896,14366,9060,375,19340,2352,4396,0,0,0,1435,13818,628,2040,0,270,2898,0
33416,64762,22549,15600,675,19188,2324,6678,0,0,0,1600,16884,344,2190,0,46890,5664,0
33417,50245,16166,9060,330,14364,1896,6594,0,0,0,1700,13614,383,1920,0,610,3738,0
33418,45390,12577,7380,0,12560,1652,5681,0,0,0,2010,13200,626,1320,0,300,3426,0
33419,72549,22716,12180,390,24115,1836,7741,0,0,1638,2570,16830,501,2400,0,48580,7656,0
33420,78609,23784,16640,380,32727,2282,5014,0,0,1196,940,21270,451,6060,0,2650,4716,0
33421,64035,23512,12532,1902,14503,4200,8009,0,0,260,1140,17250,670,1620,240,2940,4080,0
33422,70101,26598,14768,1551,12135,2820,7820,0,0,312,620,11700,770,3000,600,6720,4668,0
33423,75790,26904,17004,2758,14664,2380,9200,0,0,1040,3780,18000,1002,2400,1440,4880,6354,0
33424,65375,27660,16120,2555,9724,2005,7520,540,0,520,500,13980,690,2400,780,1070,2694,0
33425,57274,21836,13546,1398,10188,2835,6496,0,0,620,1995,16500,110,2700,360,2300,4176,0
33426,62778,20656,13884,2272,9895,2510,7050,650,0,0,1870,12660,175,2400,1200,2400,5760,0
33427,56417,19980,13416,1099,10820,2330,5960,0,0,390,1100,16320,180,2700,1380,3200,5130,0
33428,67784,19710,13416,1539,11549,1960,5160,0,0,1170,900,16020,655,2400,2670,2850,7074,0
33429,55713,18352,12298,1440,12118,2470,7193,0,0,0,1325,16620,565,2700,2160,1400,4518,0
33430,57372,14808,7696,2775,7434,4990,9586,0,0,1040,1810,15120,690,2700,1200,2150,4524,0
33431,64574,23850,16120,1305,11268,3150,8120,0,0,0,2270,15420,350,3000,1200,2850,5772,0
33432,69627,24384,16666,4733,13618,3540,8255,0,0,780,1700,17400,950,2700,1380,5300,5142,0
33433,76231,27420,19032,3690,15530,3790,8250,0,0,1086,1800,20220,1065,3000,1200,1300,4884,0
33434,63410,22630,16432,1807,11998,3060,9280,0,0,520,755,15960,976,2400,1200,1550,6072,0
33435,67898,23450,15444,3410,12123,4170,8305,0,0,1810,1660,13260,400,2400,1200,2550,7752,0
33436,62472,20489,13988,1161,12778,4900,7190,0,0,1040,1880,11520,300,2700,600,1000,6240,0
33437,57699,23213,13286,460,16471,1788,6243,0,0,312,1265,10734,533,4116,1320,18030,5214,0
33438,73100,28816,24700,270,25791,3378,5071,0,0,884,2165,13230,398,3540,1320,4710,3678,0
33439,75174,28990,23452,0,30792,2640,4189,0,0,1040,1516,12540,585,4200,900,26480,5934,0
33440,60907,28933,24700,0,17455,1508,4118,0,0,1810,1730,12090,400,2088,780,2860,4302,0
33441,83131,32328,27560,320,27194,2960,6071,0,0,4344,2650,17820,658,1800,0,19850,5862,0
33442,74722,26077,20684,1060,25959,1658,9065,0,0,1810,1250,12270,353,1860,900,5430,4950,0
33443,88143,40455,29784,0,28683,1524,6851,0,0,1456,2520,13680,422,1620,0,14020,6810,0
33444,59165,21233,13260,320,18488,2008,7304,0,0,1448,1100,11838,330,2712,942,22810,4692,0
33445,42270,12942,9992,160,14476,894,5426,0,0,260,920,9300,449,1380,648,220,4170,0
33446,68819,28925,16900,0,22973,1944,5514,0,0,2172,1935,10794,346,1800,780,32930,4218,0
33447,66517,19769,12480,415,28310,3512,4712,0,0,3620,1556,10710,520,3000,648,1485,5136,0
33448,48824,21168,13780,140,14513,1261,4334,0,0,0,1220,11196,412,900,0,2865,4266,0
33449,91984,36809,26888,280,35704,1874,4831,0,0,5692,1810,11700,450,2772,3360,17820,5562,0
33450,69798,24631,19240,1180,24657,2165,6090,0,0,0,2325,11004,478,3360,2160,21750,5436,0
33451,62288,18035,14092,760,26890,2392,4986,0,0,1612,1445,12420,399,1650,0,2610,4710,0
33452,58986,21189,14092,1260,20915,1986,5501,0,0,2896,1900,9990,321,2280,0,2550,4506,0
33453,62211,22194,17160,400,19158,1506,6925,0,0,0,1570,14490,482,3120,0,33520,7152,0
33454,52566,12060,8100,700,21339,3304,6248,0,0,832,1120,9408,421,2100,0,2350,5484,0
33455,94563,44060,29848,1520,29045,1620,6640,0,0,0,2003,14412,518,2520,942,4100,6732,0
33456,91968,32558,18590,1200,30675,2605,6855,0,0,1448,4000,17742,672,5550,810,39900,6210,0
33457,72097,29952,19240,580,20308,2680,5877,0,0,0,1920,14790,261,3444,678,18100,6522,0
33458,98241,40318,29784,1000,29680,2245,6377,0,0,1086,2087,14544,421,2520,0,1080,5454,0
33459,53100,14585,10024,280,23223,2540,4810,0,0,724,1230,10014,450,900,0,1765,3252,0
33460,75204,27479,20684,600,24260,3228,6517,0,0,520,2040,10800,682,4020,1170,38150,6564,0
33461,82928,29996,20684,140,26675,2647,8046,0,0,0,2210,13794,353,1800,660,23700,10704,0
33462,84341,36062,29016,280,28655,2251,5137,0,0,832,1890,13236,443,1800,0,2065,6210,0
33463,84548,33599,27560,140,28703,2844,6254,0,0,3620,1450,11040,476,2520,810,1310,6042,0
33464,98674,35368,26520,790,35170,2450,7413,0,0,4348,2185,13650,587,4320,780,2060,9582,0
33465,53678,15775,12064,140,21090,2451,5558,0,0,0,1636,9480,404,900,2760,20950,4140,0
33466,80968,32870,26260,560,26443,730,6297,0,0,1810,1460,14544,617,3324,0,0,5466,0
33467,41878,14896,9178,0,12670,930,3690,0,0,1248,2530,18300,655,3000,1470,0,4386,0
33468,54584,17745,11518,680,12780,2040,8135,0,0,1304,780,16500,720,1500,1470,1500,8424,0
33469,50545,17638,11856,870,10825,2050,5960,0,0,2080,2680,15720,470,2100,1470,9550,5622,0
33470,88071,27641,19032,580,14170,1670,10272,480,0,2730,1620,21000,642,1980,1260,1750,3630,0
33471,73569,24010,16120,1605,14770,3470,9700,0,0,1560,930,22800,1093,3000,1560,2250,5310,0
33472,60754,17424,9958,1740,13540,4770,10690,0,0,2080,1560,19332,347,2100,2670,0,4284,0
33473,77319,30414,19474,1740,11170,4050,11105,0,0,2080,2180,23220,790,3000,1080,1300,7776,0
33474,47789,20707,11856,490,9350,1520,5440,0,0,520,1565,19140,705,2520,2340,3200,6792,0
33475,59513,20965,14092,870,15835,1840,7085,0,0,2080,1295,18900,375,1980,1560,400,4284,0
33476,64861,18267,7878,2074,19280,3080,7735,600,0,1040,850,17700,555,2700,1980,4600,4692,0
33477,52687,17086,10738,0,13965,2260,6905,0,0,2340,1580,17400,440,2700,900,0,4290,0
33478,62384,22935,13416,2115,16160,2230,6461,240,0,1046,1930,17700,505,1500,1560,900,4056,0
33479,72473,29170,17680,290,15220,4865,7977,0,0,0,3650,21300,590,2280,2280,3550,5382,0
33480,59883,21759,13754,870,19823,1390,5725,0,0,0,635,18300,440,2400,2160,0,4356,0
33481,64538,23578,15886,870,18042,1950,6860,600,0,2340,2730,19440,640,3300,1080,3500,6564,0
33482,65689,18959,14885,836,17290,6670,9198,0,0,1300,4860,15480,475,2940,2160,23500,10860,0
33483,55407,15817,10972,869,20169,1510,6493,0,0,1560,4805,11730,606,2640,1038,2250,5766,0
33484,62489,14898,10920,3355,22822,1560,8878,0,0,1040,4010,11850,749,1500,1122,23050,9948,0
33485,76961,29642,23348,803,26484,2683,6058,0,0,5200,4880,15180,904,5700,1464,14930,9048,0
33486,83090,27752,19968,846,30123,1860,9105,0,0,1040,5620,14580,480,8400,960,37200,7758,0
33487,61148,16833,10556,950,23614,1910,5245,0,0,1040,4295,10920,644,5700,1554,3800,7974,0
33488,80206,26224,20358,803,29150,2415,7166,0,0,1040,5015,12780,1395,5700,1320,15700,10668,0
33489,69722,22236,17680,1228,25795,1630,5750,0,0,520,5440,13680,909,5100,1302,3200,9162,0
33490,58236,12401,8932,878,26195,1830,6123,0,0,1040,3580,14040,722,3600,672,1650,6534,0
33491,68744,20058,15860,200,25950,1635,7215,0,0,1040,5170,19560,697,6000,630,35950,9312,0
33492,56967,11835,8256,1156,24505,2125,6525,0,0,1040,2830,16830,729,2400,540,25200,4476,0
33493,67881,18299,14664,1518,28050,1695,5775,0,0,240,5215,13320,447,2400,1500,26600,6414,0
33494,61749,22365,18798,480,21105,1866,6004,0,0,1040,2551,15960,291,4200,360,24050,4002,0
33495,42230,13295,9932,506,17980,1140,3466,0,0,0,1740,10740,270,2100,1020,22950,3168,0
33496,69253,20953,16562,580,28511,1190,5930,0,0,1040,3980,15480,545,4500,1152,25670,4656,0
33497,40263,14987,11180,828,8550,828,4751,0,0,1014,2660,13650,344,4500,180,2400,3372,0
33498,61720,20406,14092,1052,23855,1256,5085,0,0,884,2935,13560,569,5100,180,2100,3288,0
33499,48406,12100,9152,878,19650,1960,5962,0,0,2850,1450,16170,363,2100,180,1400,4068,0
33500,57978,15804,11674,672,22030,2066,6072,0,0,1560,2120,11820,503,2460,180,2100,4266,0
33501,56279,17475,13494,1016,20030,1411,6387,0,0,2694,3295,11790,433,1800,360,29500,4896,0
33502,48322,15902,9270,858,15870,2020,5124,0,0,884,2840,12630,535,3600,180,2100,4782,0
33503,44101,14729,8100,438,15570,828,5010,0,0,884,2195,11460,567,2400,1068,14160,3732,0
33504,58170,18162,13000,828,18570,3370,5243,0,0,884,2320,14550,500,6900,180,16450,4848,0
33505,63357,19445,13832,1234,20918,2760,6020,0,0,1040,4400,13140,530,6000,360,5400,5124,0
33506,54700,20866,13832,622,15140,2030,5340,0,0,1040,4405,15120,470,6300,540,15910,8022,0
33507,52628,19972,13832,140,14210,1510,4664,0,0,1040,3290,13020,373,4200,180,25700,6006,0
33508,66233,31954,25298,608,11080,2140,5751,0,0,2080,3670,15600,313,2400,270,18160,7596,0
33509,86389,36175,25298,822,20718,3650,7195,0,0,2080,3600,13500,607,4200,240,26650,9030,0
33510,82403,30251,25716,458,27633,2415,3988,0,0,1560,6030,15270,1104,3600,1290,27650,11376,0
33511,70923,20146,12896,827,23420,2980,6430,0,0,1040,4130,17070,641,2100,360,13800,6786,0
33512,48511,15941,11490,1600,13441,2120,6170,0,0,0,1340,12504,900,4680,2820,25200,6756,0
33513,58320,15724,7800,1150,20926,2960,7378,0,0,0,1540,13200,862,1560,3600,24300,7842,0
33514,53482,12202,8160,960,22425,2410,5359,0,0,0,915,13098,1129,9840,1920,2350,6468,0
33515,37537,7762,4800,740,14085,2220,6442,0,0,0,555,13032,714,4650,3840,15820,6006,0
33516,49751,10133,8120,1200,13635,5479,10175,0,0,0,530,13098,1022,4080,4500,18438,6432,0
33517,41344,11104,7080,1540,10905,1910,7259,0,0,0,1095,12840,945,3750,4500,0,5418,0
33518,61725,16456,10800,2270,16765,3185,7250,0,0,0,950,13584,1370,6240,5400,21550,10872,0
33519,51674,12357,8100,1600,14503,2080,8005,0,0,0,1230,14640,1339,4050,1800,3350,7158,0
33520,48704,13001,8400,980,11419,4185,7727,0,0,0,1545,13698,4416,3510,2700,3150,7938,0
33521,49855,12649,8480,1308,14669,4550,6130,0,0,0,1655,13020,771,4230,2760,3650,8922,0
33522,45831,11679,7980,1190,12785,3015,6215,0,0,0,2930,14016,847,3000,1800,3300,4998,0
33523,39228,11442,7080,1000,11385,1515,5444,0,0,0,1660,12066,920,4020,1800,0,5370,0
33524,48743,13522,8140,1400,12020,1530,7257,0,0,0,1790,13830,1110,3690,1800,4800,5718,0
33525,57130,15078,10905,1160,14866,1645,7082,0,0,0,1690,14148,1525,4530,1800,4120,7170,0
33526,50484,16906,9390,1620,13795,2295,5636,0,0,0,760,13332,1060,4020,2700,15150,7050,0
33527,66000,19278,10190,1890,14250,3130,9380,0,0,0,2195,14826,1390,4140,1800,24150,8520,0
33528,60474,27731,14320,2030,7050,1915,9815,0,0,0,3030,16794,1242,4980,3600,52100,10584,0
33529,51603,13770,9968,2010,16885,2100,7741,0,0,0,1890,14220,1293,5130,3600,3950,7434,0
33530,47164,13281,8180,1670,14725,2080,5756,0,0,0,1300,13890,1181,4710,1800,3860,5682,0
33531,45631,14376,9285,1190,12165,2110,7194,0,0,0,1190,12684,1238,5340,2700,25700,6252,0
33532,39832,9989,7218,1730,12135,1390,5673,0,0,0,630,13656,790,5100,1800,22220,5694,0
33533,78217,27636,20396,830,25925,3138,8161,0,0,1456,695,17508,389,3600,1470,17340,6054,0
33534,77285,30224,20396,660,22408,2040,9731,0,0,1820,1740,18504,532,3480,1740,13795,5790,0
33535,107543,31549,20396,215,40983,4960,17218,0,0,0,870,24360,418,3840,2280,820,4596,0
33536,61318,21229,12860,0,21940,2170,6463,0,0,0,490,15234,238,2400,1440,1190,3900,0
33537,82929,23922,17030,335,32219,2775,11249,0,0,1092,1110,18630,568,4320,1920,20800,7380,0
33538,86943,28536,20396,545,34896,3597,8181,0,0,1456,1040,22848,409,4200,2220,1920,6264,0
33539,74972,23042,17410,0,31071,2890,9210,0,0,0,565,14544,295,2640,1200,26400,4842,0
33540,94724,26770,20462,867,38094,1690,15336,0,0,1820,2010,28470,552,5220,2400,35430,9948,0
33541,91508,30796,20150,1060,32154,2502,10656,0,0,1820,1840,25524,575,5760,3720,50100,9690,0
33542,98905,26946,17186,140,49719,2530,6835,0,0,0,940,22860,512,4440,1980,22300,6810,0
33543,139620,30828,20396,1490,39822,2170,8968,0,0,0,2325,26142,1014,6600,3420,39645,10380,0
33544,64086,17764,12045,0,25415,1360,9117,0,0,0,490,13308,257,2880,0,460,3354,0
33545,91434,27563,20396,0,38857,2505,9898,0,0,0,0,19728,391,4920,600,0,6960,0
33546,109510,31866,22733,960,45845,1210,9833,0,0,0,1640,22380,467,3840,900,12630,7338,0
33547,79194,24322,16120,190,28954,2200,9107,0,0,0,1370,22944,796,4080,1620,2210,7410,0
33548,72339,21939,14760,435,26953,1520,10137,0,0,1092,515,15978,486,3960,600,300,3450,0
33549,63504,18167,12045,0,29916,1460,6573,0,0,0,420,11466,240,2460,0,470,3072,0
33550,81531,24407,16595,760,29737,2940,10010,0,0,0,860,20364,380,4320,1920,1740,5472,0
33551,71556,20495,14423,400,26857,3172,8896,0,0,0,1030,16068,448,3180,0,2440,5736,0
33552,84917,29426,19310,420,29518,2265,11348,0,0,0,1100,17238,306,2820,2040,1490,3846,0
33553,124344,41669,30475,1916,39285,4025,18079,0,0,1456,2800,25248,1019,5520,2940,33225,10530,0
33554,136576,47145,33800,1501,50988,3865,13330,0,0,2184,2720,27324,537,6480,2940,46040,10398,0
33555,91337,27705,16900,140,35486,2550,9860,0,0,0,1210,19290,412,2880,0,1830,4242,0
33556,94400,32552,24700,0,27073,2355,13370,0,0,0,1350,19074,747,3540,0,2440,4200,0
33557,110871,41271,30475,685,39745,2400,9651,0,0,0,1170,21624,453,4920,2580,5690,7476,0
33558,72657,24036,16900,280,27059,1930,8933,0,0,1170,510,16254,339,2340,0,800,3516,0
33559,100600,33943,25350,280,33460,2600,15051,0,0,0,1580,16164,576,3480,0,1950,6018,0
33560,102276,36639,28846,140,33273,3560,11393,0,0,0,880,17154,483,2520,0,1830,4614,0
33561,105998,38704,28846,420,37180,2570,11998,0,0,0,740,17544,468,3240,0,2560,5736,0
33562,129956,31815,16900,1230,47799,8130,17015,0,0,1456,4670,30888,1223,10518,5580,66850,12834,0
33563,90817,32094,24700,550,33111,2970,9075,0,0,0,920,14244,461,3000,0,1850,4428,0
33564,106053,34564,25350,1162,38496,3215,11809,0,0,0,740,21354,553,6120,3150,27765,9804,0
33565,87987,28753,19310,140,33540,1915,9803,0,0,0,1120,13254,497,2400,0,1200,3804,0
33566,63693,29965,24570,975,17174,1610,4319,0,0,2600,1140,17670,427,2880,1140,2150,5898,0
33567,64537,31265,24570,1175,16309,1266,3887,0,0,2600,1655,22902,338,4980,1260,1890,6432,0
33568,58609,28415,19656,1020,12255,1650,5099,0,0,2340,1195,15240,351,3480,1080,1770,5244,0
33569,66894,26615,20332,990,18004,2275,6551,0,0,2600,1155,15210,315,4680,750,800,5214,0
33570,68801,31032,24570,1440,17442,2060,4916,0,0,2392,1830,16686,495,5580,1740,2220,6222,0
33571,69575,34389,26520,1470,16858,1812,5374,0,0,1846,1200,19686,404,5520,1500,2350,5526,0
33572,62800,28103,21008,960,18332,2115,4302,0,0,2028,1080,17220,511,5760,900,1670,5526,0
33573,59666,31095,24024,1440,11950,1905,5330,0,0,2548,1125,17700,409,4860,1350,1420,4638,0
